Sample,Method,Dataset,Window,Signal,Median,STD,RMS,IQR,Skewness,Kurtosis,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,MotionDuration,FFTEnergy,SpectralCentroid,Bandwidth,SpectralEntropy
median_motion_023,median,motion,23,i_mean,0.023495341302004702,0.01663144426769718,0.029407093472223686,0.02522573563143945,0.3213615052292972,-0.6349234051032466,0.22138294949992982,4,0.047429682312356204,0.038543232124369775,49.21875,126,9.063624380361075,0.8172007659340476,1.1273053059898985,5.346051773940762
median_motion_023,median,motion,23,q_mean,0.0093081573271267,0.013336519884334635,0.01892378338586634,0.02113835897003395,0.8377325525259386,-0.6521349852229528,0.09167605187460887,6,0.028927788672136034,0.015846053955056765,35.546875,91,5.828184229047153,0.5651266232903649,0.9137424180653295,4.804892988958514
median_motion_024,median,motion,24,amp_mean,0.031200948380939397,0.04192612069521315,0.06128645878986104,0.0463560857481205,1.4250486093193226,1.324858594940654,0.9615436879363418,4,0.09308316788509689,0.07285363431818676,35.546875,91,57.59939565728823,0.5176427134155889,0.8694071293369967,4.6066140495846915
median_motion_024,median,motion,24,amp_std,0.00607133835599005,0.05216741306014146,0.06103279225711069,0.016490868582290225,1.7159540681426966,1.505738206288469,0.9536004430591054,2,0.14093883892026576,0.13885922436131395,22.65625,58,89.17611188716468,0.301447948097034,0.3827851801400126,4.053811910134268
median_motion_024,median,motion,24,amp_max,0.13097719027309013,0.0974364613063529,0.15840305212130026,0.19887753856928558,0.15979373632484178,-1.5979874994064458,6.4234308918639025,4,0.2542575572616289,0.23403239023756314,50.390625,129,311.09480060345004,0.41785748367715064,0.6092489927067808,4.384392455150062
median_motion_024,median,motion,24,phase_std,0.029863436291425148,0.022441989281272796,0.037681053992128434,0.036445697841514094,0.4980784894996356,-0.4310043303458029,0.3634846284691708,6,0.049590221914806554,0.031085007943601167,48.046875,123,16.503368848679745,0.3665027816212694,0.46650836425039904,4.309748564587668
median_motion_024,median,motion,24,i_mean,0.021560636035051248,0.015970343556426597,0.027387121030690225,0.030474775839768677,-0.03914537622346253,-1.3821401974902454,0.19201392597751676,4,0.044694882614941825,0.040566191491980624,49.21875,126,8.35746624378498,0.6264091365217188,0.9529495310057634,4.921015890779627
median_motion_024,median,motion,24,q_mean,0.011765747377765451,0.013644056731976053,0.020787603757139273,0.016153105484026,0.7824813202116672,-0.4802859267608284,0.1106238643107407,6,0.027276217953825354,0.013478547597870464,44.140625,113,6.100096641071506,0.36262268371509915,0.6476607919344204,4.107074174595725
median_motion_025,median,motion,25,amp_mean,0.031000655034037802,0.06440711524555208,0.08606202295911355,0.03492942841718874,1.536833579330535,1.168724351498514,1.896107979728637,2,0.20058483664527643,0.19644923794194244,23.828125,61,135.93064481886495,0.39519063415273226,0.5865758275569637,4.198257865745473
median_motion_025,median,motion,25,amp_std,0.00306632286925815,0.021606543900415012,0.024673947341490563,0.0131710569082021,3.043428853345746,9.772607372988602,0.1558537414171262,3,0.055183112548538533,0.019580275391919467,25.78125,66,15.296109190354084,1.1027478964626922,1.2827085074807363,5.996376748835629
