Signal,STD,RMS,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,SpectralEntropy,SpectralCentroid,Bandwidth,FFTEnergy
q_mean,0.01808640452181564,0.03058575181590283,0.23948498282086483,7,0.04450071163113722,0.019058445076237582,41.40625,4.4931954468116135,0.47390232251867126,0.7419076648617058,10.718985866981441
amp_mean,0.024824956142984862,0.039669065537627196,0.4028504987209117,7,0.05419229806646315,0.031125840665974885,50.0,4.4817931404798514,0.42170845977930554,0.6721815974886485,20.19418567324693
amp_std,0.017208761309796154,0.018599228830652636,0.08855841615231494,3,0.010273250775857501,0.006992966065894067,31.25,6.4717750775618645,1.3991682451660945,1.3338306573988432,9.701316457880399
amp_max,0.04401632467356651,0.07060537440664057,1.2761904371460848,5,0.11618280004772141,0.0595497563975983,30.46875,5.119626503073539,0.7741325573349211,1.14375713682591,63.48492825065416
phase_std,0.03350076628461394,0.06060780571918718,0.9403663652082531,5,0.09295089064579949,0.012093713180739863,45.3125,4.125904092605358,0.38336910338699043,0.7101301878365623,36.77552585170959
i_mean,0.014423638159419137,0.03270631756007576,0.2738440213351731,7,0.04482116762635992,0.02337703339435717,42.96875,4.405542026854051,0.3886414688954113,0.55591039189099,6.817097094023185
q_mean,0.01893463535640636,0.030522976518421445,0.23850293645929138,6,0.04809211456835255,0.021080270580588784,40.234375,5.212137466515082,0.7472837421605245,1.0670392853264292,11.747832062528033
amp_mean,0.023469063885179848,0.03242740853533934,0.2691934270253565,2,0.07008381739050545,0.048421753641983596,36.328125,5.198255286837281,0.7856455811535202,1.1530216486467166,18.048218862635835
amp_std,0.04312984892272566,0.050006886447605786,0.6401763051990372,2,0.09980331533776454,0.09683553129794865,21.875,4.114370362034635,0.29501763273960513,0.3749078996763905,60.95450383458193
amp_max,0.06596446857403575,0.08992716341448709,2.0702450482626213,3,0.18918662292472976,0.08226831556815824,27.34375,5.229824907611745,0.7562471810685935,1.110056302224326,142.58136934089066
phase_std,0.19587984178558507,0.23561885095985094,14.212158189475954,1,0.7616105159751104,0.701355629116057,12.109375,4.143834949641186,0.3032027969280841,0.4252635000068296,1257.2724506163422
i_mean,0.012243676791283258,0.026579493223570016,0.18085618176558194,8,0.035060147110793624,0.02044647290556116,44.140625,5.540226084210609,0.8599908245769612,1.1493778742222345,4.912019372134397
q_mean,0.013545838209524458,0.022054740058922023,0.12452135912105466,7,0.035869482487360195,0.015901980965438343,41.015625,4.537963150722971,0.4426473748613884,0.7036937677359684,6.012586768984026
amp_mean,0.1074160045465265,0.13324650186795117,4.5451853465717535,2,0.2938059911944517,0.2844497833723151,24.609375,4.113931372984917,0.3203457699554059,0.47956014323559476,378.0836236278019
